,Topic,Word,Score
64,Topic 1,individuals,0.01237839064233288
65,Topic 1,set,0.012375052562393176
66,Topic 1,was,0.011389329647063053
67,Topic 1,populations,0.01095445710399082
68,Topic 1,two,0.010953309375267454
69,Topic 1,one,0.010832412826597998
70,Topic 1,models,0.010702852014839564
71,Topic 1,based,0.010392956443288833
72,Topic 1,locus,0.010170274659618596
73,Topic 1,genes,0.01007522057841482
74,Topic 1,risk,0.010060184618502284
75,Topic 1,used,0.010059005714934243
76,Topic 1,studies,0.01001308942831249
77,Topic 1,associated,0.009735224763828713
78,Topic 1,phenotype,0.009734091325330109
79,Topic 1,power,0.00967592929292011
80,Topic 1,frequency,0.009311405686730773
81,Topic 1,methods,0.00917221623966104
82,Topic 1,table,0.009138425924943506
83,Topic 1,markers,0.009046964826313604
84,Topic 1,ancestry,0.008949032801675126
85,Topic 1,marker,0.008849078442963117
86,Topic 1,also,0.008777030760217908
87,Topic 1,test,0.00867375683132476
88,Topic 1,samples,0.00837305519347796
89,Topic 1,diseases,0.008284525893112923
90,Topic 1,value,0.00817488966787635
91,Topic 1,phenotypes,0.008059448451333131
92,Topic 1,genome,0.008044091006414098
93,Topic 1,size,0.007963276366558308
94,Topic 1,multiple,0.007788451985624974
95,Topic 1,variant,0.007511582998891994
96,Topic 1,associations,0.007466259156985113
97,Topic 1,expression,0.007390243747504722
98,Topic 1,loci,0.0072595712252371755
99,Topic 1,different,0.007181576012683228
100,Topic 2,terms,0.020733461529373828
101,Topic 2,gene,0.016006914447469985
102,Topic 2,information,0.015340073909027434
103,Topic 2,ontology,0.01526167250201627
104,Topic 2,text,0.014058347358398341
105,Topic 2,system,0.012861480000533033
106,Topic 2,term,0.012086236762853586
107,Topic 2,used,0.011410187995196252
108,Topic 2,one,0.011045814335858517
109,Topic 2,database,0.010729903358809502
110,Topic 2,also,0.010175694432266057
111,Topic 2,databases,0.010140953869377538
112,Topic 2,set,0.010071432848520199
113,Topic 2,based,0.010027183573890758
114,Topic 2,use,0.009970037365952244
115,Topic 2,example,0.009794780839680415
116,Topic 2,concepts,0.009594050427791722
117,Topic 2,using,0.009516897033142067
118,Topic 2,knowledge,0.009499444325296359
119,Topic 2,names,0.009488008013791854
120,Topic 2,protein,0.009469723381172926
121,Topic 2,user,0.009327567267399922
122,Topic 2,relations,0.009304541316845967
123,Topic 2,semantic,0.009080122958281369
124,Topic 2,two,0.008884600033638904
125,Topic 2,tools,0.008615371043976883
126,Topic 2,part,0.008613257830877174
127,Topic 2,work,0.008462278037453266
128,Topic 2,name,0.008383056944700153
129,Topic 2,genes,0.008185793854032465
130,Topic 2,bio,0.008156625136423014
131,Topic 2,table,0.008102117719504627
132,Topic 2,logie,0.00804865515627489
133,Topic 2,biological,0.0075980256793949106
134,Topic 2,words,0.007421483754343347
135,Topic 2,word,0.007362421876355695
136,Topic 2,molecular,0.007347961042895851
137,Topic 2,precision,0.0073161668947120066
138,Topic 2,concept,0.00729898176102208
139,Topic 2,web,0.007214125306296859
140,Topic 2,abstracts,0.007171849121221568
141,Topic 2,annotation,0.00710990176980203
142,Topic 2,sequence,0.007021454377164232
143,Topic 2,systems,0.006976944282938261
144,Topic 2,number,0.006903731683767202
145,Topic 2,biomedical,0.006895687230418796
146,Topic 2,available,0.0068772574380945
147,Topic 2,new,0.006869083068966731
148,Topic 2,object,0.00686603728551853
149,Topic 2,form,0.006774433823633505
150,Topic 3,gene,0.03214438318918069
151,Topic 3,genes,0.030329384793451545
152,Topic 3,expression,0.02853791516657574
153,Topic 3,regulatory,0.01655785600755996
154,Topic 3,transcription,0.016096037449050773
155,Topic 3,network,0.015618720029453862
156,Topic 3,set,0.014495350442318108
157,Topic 3,binding,0.013850906531782002
158,Topic 3,motif,0.013274512069042453
159,Topic 3,time,0.012982559193340522
160,Topic 3,number,0.012918193927218779
161,Topic 3,sites,0.012405225850508926
162,Topic 3,clusters,0.012094188227897424
163,Topic 3,networks,0.01150089819753393
164,Topic 3,cell,0.011499514889220705
165,Topic 3,clustering,0.011228831829039061
166,Topic 3,one,0.01104895430043174
167,Topic 3,dna,0.010976671482392153
168,Topic 3,data,0.010798892793579816
169,Topic 3,promoter,0.010718890213493457
170,Topic 3,using,0.010698208180356933
171,Topic 3,two,0.010584923981349614
172,Topic 3,matrix,0.010480632915883763
173,Topic 3,sequences,0.010425173103659402
174,Topic 3,cluster,0.010281405113924637
175,Topic 3,used,0.009926827575674816
176,Topic 3,algorithm,0.009911487494706038
177,Topic 3,that,0.009676470666453225
178,Topic 3,methods,0.00852004024973497
179,Topic 3,probability,0.008443540920810235
180,Topic 3,factor,0.008407247241081757
181,Topic 3,motifs,0.008393165992482387
182,Topic 3,sequence,0.008363419771523451
183,Topic 3,value,0.008328440323873759
184,Topic 3,information,0.008071803605156323
185,Topic 3,regulation,0.007923047538931268
186,Topic 3,bayesian,0.007865579306894495
187,Topic 3,known,0.00785883142991979
188,Topic 3,values,0.00783567488056702
189,Topic 3,function,0.007824071714148418
190,Topic 3,system,0.007816793795391803
191,Topic 3,promoters,0.007806797218684288
192,Topic 3,are,0.0077543928753069135
193,Topic 3,array,0.007733539298000592
194,Topic 3,given,0.007605901679950762
195,Topic 3,score,0.007597252423632512
196,Topic 3,also,0.007594783011750907
197,Topic 3,state,0.0075581205605717355
198,Topic 3,biological,0.007556982718646359
199,Topic 3,protein,0.007551666387318812
200,Topic 4,patient,0.023041255650630293
201,Topic 4,patients,0.02176914160444217
202,Topic 4,health,0.018164868183167968
203,Topic 4,clinical,0.01654510995239265
204,Topic 4,medical,0.014939616637358441
205,Topic 4,features,0.014632502590706115
206,Topic 4,set,0.013329472166563255
207,Topic 4,models,0.013227980304558294
208,Topic 4,using,0.013164541214517765
209,Topic 4,time,0.013098138836028306
210,Topic 4,performance,0.013016754082802047
211,Topic 4,data,0.01193505346490907
212,Topic 4,used,0.011657495259125555
213,Topic 4,learning,0.011464617495337557
214,Topic 4,feature,0.01128939059796707
215,Topic 4,care,0.010898080011856518
216,Topic 4,tweets,0.010329418544679446
217,Topic 4,use,0.009944917795218172
218,Topic 4,disease,0.009633154438257355
219,Topic 4,embedding,0.00957353963501884
220,Topic 4,methods,0.009451045580506664
221,Topic 4,based,0.009439644872308247
222,Topic 4,values,0.009379129336532748
223,Topic 4,class,0.009186887780398972
224,Topic 4,also,0.009179931329594857
225,Topic 4,prediction,0.008819793490179965
226,Topic 4,training,0.008742351561465586
227,Topic 4,information,0.008574608043025067
228,Topic 4,studies,0.008522522652157595
229,Topic 4,across,0.008409175690435736
230,Topic 4,regression,0.00832043527611129
231,Topic 4,datasets,0.00815836820793714
232,Topic 4,different,0.008089867440319608
233,Topic 4,two,0.008061957598091198
234,Topic 4,one,0.007986005536739442
235,Topic 4,mean,0.00786556813483114
236,Topic 4,table,0.007846554474276738
237,Topic 4,cost,0.007710201068855918
238,Topic 4,missing,0.007484327599226875
239,Topic 4,healthcare,0.007250687968452175
240,Topic 4,number,0.007225787292229552
241,Topic 4,ipv,0.007214702973409316
242,Topic 4,level,0.0071009189399046735
243,Topic 4,real,0.006965253434156627
244,Topic 4,records,0.006960807253785712
245,Topic 4,random,0.006880448470155321
246,Topic 4,day,0.0068567194757886574
247,Topic 4,deep,0.0068423608681929095
248,Topic 4,first,0.006831001772498454
249,Topic 4,test,0.00682479308412694
250,Topic 5,cancer,0.03708327302964447
251,Topic 5,gene,0.02393241683379933
252,Topic 5,genes,0.023747838395251995
253,Topic 5,mutations,0.021821559873621197
254,Topic 5,sub,0.020538956488207537
255,Topic 5,tumor,0.020335030846589455
256,Topic 5,expression,0.020003166546794213
257,Topic 5,cell,0.019360936688820614
258,Topic 5,drug,0.018947126369977495
259,Topic 5,samples,0.018127359927965304
260,Topic 5,mutation,0.017496624146158775
261,Topic 5,set,0.016422437077976033
262,Topic 5,patients,0.015894070352629033
263,Topic 5,patient,0.014023004651392177
264,Topic 5,survival,0.013475190948130789
265,Topic 5,using,0.012494877365346288
266,Topic 5,somatic,0.012439011719059949
267,Topic 5,network,0.011371596847888776
268,Topic 5,number,0.011266192403200625
269,Topic 5,pathway,0.011018334851174089
270,Topic 5,based,0.010818449819782607
271,Topic 5,lines,0.010645368000277175
272,Topic 5,clinical,0.010117414625705822
273,Topic 5,used,0.009926208417355708
274,Topic 5,types,0.009478075076558503
275,Topic 5,networks,0.009448162137666092
276,Topic 5,drugs,0.00907986376570914
277,Topic 5,two,0.00906366569963968
278,Topic 5,across,0.008986628812865233
279,Topic 5,data,0.008670911359825693
280,Topic 5,gfr,0.00859292757761353
281,Topic 5,one,0.008570568327514108
282,Topic 5,cluster,0.008506876269194212
283,Topic 5,response,0.008390466661260686
284,Topic 5,different,0.00818307332706357
285,Topic 5,test,0.008142698150835594
286,Topic 5,disease,0.008092591691250806
287,Topic 5,ation,0.00799292814042177
288,Topic 5,methyl,0.00798653387939522
289,Topic 5,lung,0.007853365128515113
290,Topic 5,also,0.007785121099903413
291,Topic 5,tcg,0.007749370146920196
292,Topic 5,matrix,0.007708077538414691
293,Topic 5,type,0.0076741256227990245
294,Topic 5,differential,0.007660292341361438
295,Topic 5,fig,0.007624941470906011
296,Topic 5,signature,0.0076212340906803375
297,Topic 5,tumors,0.007612860554142716
298,Topic 5,specific,0.007608920739622558
299,Topic 5,identified,0.007556062869685684
300,Topic 6,network,0.027394067631372414
301,Topic 6,networks,0.021774596388262266
302,Topic 6,time,0.016962697477352472
303,Topic 6,graph,0.013784562008203936
304,Topic 6,that,0.01329101399861885
305,Topic 6,system,0.013155357020646252
306,Topic 6,state,0.013148677299617051
307,Topic 6,nodes,0.012489540512763707
308,Topic 6,are,0.012076820830051465
309,Topic 6,pathway,0.011998641657628229
310,Topic 6,cell,0.011544285088325895
311,Topic 6,protein,0.011379926861533569
312,Topic 6,ppi,0.011313785135975465
313,Topic 6,gene,0.010960259266888475
314,Topic 6,reactions,0.010945179936506354
315,Topic 6,with,0.010726386616854208
316,Topic 6,two,0.01061007112739534
317,Topic 6,pathways,0.010484640588346375
318,Topic 6,one,0.010317712016036455
319,Topic 6,biological,0.010131086459627864
320,Topic 6,edges,0.009865556599268905
321,Topic 6,size,0.009472348753836896
322,Topic 6,reaction,0.009313280742447477
323,Topic 6,cells,0.009261027699969216
324,Topic 6,set,0.008990446407141778
325,Topic 6,proteins,0.008799802610378776
326,Topic 6,simulation,0.008552723885579585
327,Topic 6,number,0.008512705645566186
328,Topic 6,model,0.008499363727543771
329,Topic 6,also,0.008368961679955645
330,Topic 6,using,0.008344790193329201
331,Topic 6,models,0.008168563854356086
332,Topic 6,probability,0.007999754725140765
333,Topic 6,disease,0.007962771619053977
334,Topic 6,this,0.007961864125592603
335,Topic 6,edge,0.007803177505587869
336,Topic 6,used,0.007746123428634651
337,Topic 6,given,0.007636053007830275
338,Topic 6,rate,0.007583723247686098
339,Topic 6,information,0.007516569843209039
340,Topic 6,systems,0.007508836345179294
341,Topic 6,genes,0.007487318082320199
342,Topic 6,sub,0.007446760059605246
343,Topic 6,from,0.007439498893550121
344,Topic 6,molecules,0.007229789648176332
345,Topic 6,parameter,0.007164298688200055
346,Topic 6,can,0.007034038446563679
347,Topic 6,molecular,0.006992376500396148
348,Topic 6,methods,0.006948237583315241
349,Topic 6,states,0.0069377666952095025
350,Topic 7,tree,0.06301518950354777
351,Topic 7,trees,0.029817757304302063
352,Topic 7,taxa,0.025749267430449023
353,Topic 7,species,0.02329944124886475
354,Topic 7,number,0.019848321895593626
355,Topic 7,distance,0.019225800845226904
356,Topic 7,gene,0.018284388819962936
357,Topic 7,genomes,0.015172712158960785
358,Topic 7,two,0.015107599091421972
359,Topic 7,algorithm,0.014815781405397297
360,Topic 7,that,0.014551857495630347
361,Topic 7,phylogenetic,0.014175565714755317
362,Topic 7,duplication,0.014053635376745026
363,Topic 7,sequences,0.01370346064769148
364,Topic 7,methods,0.013681320297962344
365,Topic 7,one,0.013411428956219674
366,Topic 7,evolution,0.01334756813125239
367,Topic 7,genome,0.013281165809023708
368,Topic 7,genes,0.013236198209777608
369,Topic 7,events,0.013041487337028073
370,Topic 7,sequence,0.012626013832656687
371,Topic 7,set,0.012609795528878582
372,Topic 7,evolutionary,0.012233878878888235
373,Topic 7,problem,0.012162091120283883
374,Topic 7,with,0.012114231858917603
375,Topic 7,topology,0.011698744842062842
376,Topic 7,reconstruction,0.011464056173820212
377,Topic 7,taxon,0.01133484577575836
378,Topic 7,rate,0.011279445484344246
379,Topic 7,length,0.01114617950695585
380,Topic 7,accuracy,0.011128311793016227
381,Topic 7,node,0.011097113530699707
382,Topic 7,time,0.010993721926452989
383,Topic 7,alignment,0.010936064268919785
384,Topic 7,are,0.010727399797894619
385,Topic 7,using,0.010644050690016576
386,Topic 7,branch,0.010598205972485866
387,Topic 7,blocks,0.01057347290922481
388,Topic 7,rates,0.010235569084998437
389,Topic 7,our,0.01012655556726419
390,Topic 7,syn,0.009973547487878561
391,Topic 7,used,0.009907492532563665
392,Topic 7,transfer,0.009768234517964249
393,Topic 7,edge,0.009712174073523695
394,Topic 7,rooted,0.009506160531500978
395,Topic 7,given,0.009338873852881086
396,Topic 7,site,0.009313658417384173
397,Topic 7,ancestral,0.00924655947309224
398,Topic 7,parsimony,0.009152244784461718
399,Topic 7,different,0.008912001477967906
400,Topic 8,drug,0.05470182257888107
401,Topic 8,drugs,0.03674298260096464
402,Topic 8,target,0.023936283883856407
403,Topic 8,similarity,0.023045204691771574
404,Topic 8,compounds,0.019909809057278564
405,Topic 8,targets,0.019270475347895062
406,Topic 8,network,0.016538420884910563
407,Topic 8,based,0.016008853425737133
408,Topic 8,set,0.015646987314281994
409,Topic 8,chemical,0.014858214685775868
410,Topic 8,metabolites,0.014854740446581138
411,Topic 8,purposing,0.013817569152142448
412,Topic 8,disease,0.013495401988283796
413,Topic 8,meta,0.01298101293154941
414,Topic 8,using,0.012927593580047445
415,Topic 8,compound,0.01278864495495
416,Topic 8,methods,0.011629071229005103
417,Topic 8,used,0.011479188862512662
418,Topic 8,node,0.010860419587477726
419,Topic 8,metabolic,0.010768696526027738
420,Topic 8,graph,0.010757509714531058
421,Topic 8,sar,0.010702244397295451
422,Topic 8,reactions,0.01017460310237007
423,Topic 8,chem,0.009885160471447182
424,Topic 8,one,0.009605313542949929
425,Topic 8,boli,0.009529214738167358
426,Topic 8,enzyme,0.009377207877235241
427,Topic 8,number,0.009334665760594904
428,Topic 8,structure,0.009279448186737697
429,Topic 8,two,0.009274125742530826
430,Topic 8,also,0.009205168025154581
431,Topic 8,similar,0.009131436964874139
432,Topic 8,effect,0.009118475317141389
433,Topic 8,information,0.009078230018553039
434,Topic 8,pairs,0.008887874445227572
435,Topic 8,enzymes,0.008877397584977492
436,Topic 8,reaction,0.008854549819296448
437,Topic 8,predicted,0.00874257691926061
438,Topic 8,damage,0.008657672068648654
439,Topic 8,top,0.00849362363552127
440,Topic 8,effects,0.00847813783015889
441,Topic 8,gene,0.008429931418509609
442,Topic 8,profiles,0.008369182821936397
443,Topic 8,nodes,0.00826674271754266
444,Topic 8,tgz,0.008161865854413959
445,Topic 8,prediction,0.008120526236967757
446,Topic 8,cell,0.007901485369666653
447,Topic 8,values,0.007832496727435313
448,Topic 8,vector,0.007747222313026393
449,Topic 8,data,0.0076254327891977424
450,Topic 9,imaging,0.03332947694175399
451,Topic 9,brain,0.031447154260260145
452,Topic 9,features,0.023713643651221437
453,Topic 9,age,0.017804843934576098
454,Topic 9,subjects,0.016323906914050574
455,Topic 9,cognitive,0.01628411904479634
456,Topic 9,disease,0.016040748544920286
457,Topic 9,mci,0.014906889409220456
458,Topic 9,poe,0.014447735735497928
459,Topic 9,feature,0.014143963435557962
460,Topic 9,neuro,0.013824792241264356
461,Topic 9,using,0.013282231533280654
462,Topic 9,mri,0.013096663004242576
463,Topic 9,time,0.013067964593299602
464,Topic 9,values,0.012584205742748326
465,Topic 9,regression,0.01239592691607159
466,Topic 9,vox,0.012322611365505647
467,Topic 9,roi,0.012016472870475844
468,Topic 9,performance,0.011651209068743885
469,Topic 9,based,0.011063877738216798
470,Topic 9,matrix,0.010961783625241294
471,Topic 9,sparse,0.010806954670031378
472,Topic 9,proposed,0.010752887723614027
473,Topic 9,subject,0.010587264794463404
474,Topic 9,used,0.01035163617111621
475,Topic 9,harmonization,0.010312740133131378
476,Topic 9,functional,0.010216225453694576
477,Topic 9,test,0.010101194046329864
478,Topic 9,dni,0.009857136405592761
479,Topic 9,network,0.00981346796128991
480,Topic 9,set,0.009621622863448916
481,Topic 9,baseline,0.009609057072746625
482,Topic 9,heritability,0.009495772177595162
483,Topic 9,measures,0.009273579252006508
484,Topic 9,patients,0.009201331342926129
485,Topic 9,genetic,0.009105413708570338
486,Topic 9,value,0.009063672681406383
487,Topic 9,learning,0.009050171023056202
488,Topic 9,models,0.009018805968970643
489,Topic 9,methods,0.00894338826382516
490,Topic 9,longitudinal,0.00888510497827929
491,Topic 9,alzheimer,0.008763548417626771
492,Topic 9,prs,0.008730603512242186
493,Topic 9,memory,0.00871677547931338
494,Topic 9,clinical,0.008686795653690028
495,Topic 9,markers,0.008656134551515017
496,Topic 9,cca,0.00860812665956483
497,Topic 9,across,0.008556539566069266
498,Topic 9,tests,0.008534788059515233
499,Topic 9,language,0.008511974046195862
500,Topic 10,sequence,0.03360726034703626
501,Topic 10,dna,0.020896353487649524
502,Topic 10,sequences,0.01964871216921097
503,Topic 10,coding,0.018516210912701368
504,Topic 10,length,0.01807998412979668
505,Topic 10,domain,0.015745183710588705
506,Topic 10,reads,0.015546356062215175
507,Topic 10,genome,0.014638491826756923
508,Topic 10,system,0.014488048615471337
509,Topic 10,gene,0.014125371848276015
510,Topic 10,compression,0.013068722251861736
511,Topic 10,string,0.013004099249161615
512,Topic 10,ami,0.012606298521774221
513,Topic 10,one,0.012122632909839493
514,Topic 10,using,0.012059849801829014
515,Topic 10,set,0.01187348979488991
516,Topic 10,database,0.011803519421804522
517,Topic 10,trellis,0.011761897586096541
518,Topic 10,two,0.01148996038729509
519,Topic 10,fpga,0.011342977129894368
520,Topic 10,systems,0.011321633368678932
521,Topic 10,query,0.011317326982217444
522,Topic 10,are,0.011178105774604466
523,Topic 10,exons,0.011112066516814166
524,Topic 10,number,0.010892094329392147
525,Topic 10,you,0.010605021943679566
526,Topic 10,non,0.010527902131774921
527,Topic 10,exon,0.01032204427029206
528,Topic 10,genes,0.010021022980930588
529,Topic 10,size,0.009968848788236074
530,Topic 10,memory,0.009772581087621883
531,Topic 10,time,0.009594966602546169
532,Topic 10,with,0.00957667766641708
533,Topic 10,used,0.009445922652654504
534,Topic 10,algorithm,0.009443886120761613
535,Topic 10,gen,0.009237344420400658
536,Topic 10,based,0.009216197766267947
537,Topic 10,worm,0.008948380579706759
538,Topic 10,hardware,0.008850143725486788
539,Topic 10,position,0.00875036890506633
540,Topic 10,domains,0.008706556911554097
541,Topic 10,that,0.008590634137787474
542,Topic 10,mmer,0.00823198978576927
543,Topic 10,codon,0.008230603349362728
544,Topic 10,pash,0.008153905595919981
545,Topic 10,from,0.008117375252639555
546,Topic 10,hmm,0.008111166647030843
547,Topic 10,information,0.008049120299441591
548,Topic 10,read,0.00801091551483293
549,Topic 10,probes,0.007849609903473507
550,Topic 11,cell,0.06759504885322883
551,Topic 11,cells,0.058242760374183675
552,Topic 11,immune,0.028572211936921225
553,Topic 11,spatial,0.025604004316517798
554,Topic 11,expression,0.022743936059769224
555,Topic 11,seq,0.02175755922229141
556,Topic 11,gene,0.019409712329324022
557,Topic 11,single,0.018879384598963236
558,Topic 11,crna,0.017924281669332805
559,Topic 11,tumor,0.017751683193420128
560,Topic 11,genes,0.01724802710429029
561,Topic 11,imaging,0.017243937081677957
562,Topic 11,types,0.016633073514902626
563,Topic 11,kir,0.016459463817569825
564,Topic 11,barcode,0.014629175362054278
565,Topic 11,rna,0.014475358558312414
566,Topic 11,using,0.014315181670245897
567,Topic 11,set,0.01395849925756027
568,Topic 11,samples,0.013772386864204691
569,Topic 11,methods,0.013615410182566024
570,Topic 11,used,0.013511532868516706
571,Topic 11,image,0.013363172946637669
572,Topic 11,tissue,0.013041372524610415
573,Topic 11,performance,0.012962780828252949
574,Topic 11,coarsening,0.012820805300450001
575,Topic 11,type,0.012544438094951036
576,Topic 11,number,0.011661351615682635
577,Topic 11,specific,0.011608884148753927
578,Topic 11,across,0.011470628056743532
579,Topic 11,based,0.011418795397408692
580,Topic 11,fig,0.011145826982173949
581,Topic 11,cyto,0.010691919757978702
582,Topic 11,graph,0.010549094042176983
583,Topic 11,clustering,0.010372194259642628
584,Topic 11,transcript,0.01026906005174769
585,Topic 11,vis,0.010181751806253095
586,Topic 11,cluster,0.010029391505263382
587,Topic 11,molecular,0.00998881039353267
588,Topic 11,two,0.009933056301873806
589,Topic 11,time,0.009808069002437702
590,Topic 11,tsn,0.009301402880487673
591,Topic 11,his,0.009211249303492087
592,Topic 11,data,0.009079798340175759
593,Topic 11,ics,0.009056331286883578
594,Topic 11,datasets,0.008814860373801789
595,Topic 11,cloud,0.008810392464658956
596,Topic 11,patients,0.008548380161853423
597,Topic 11,parameters,0.008516663508500827
598,Topic 11,different,0.008447786964906332
599,Topic 11,patient,0.008437873690349589
600,Topic 12,cancer,0.032541249993252655
601,Topic 12,features,0.03254120000308299
602,Topic 12,set,0.027692942551040167
603,Topic 12,mirna,0.024075637898734903
604,Topic 12,layer,0.02386320250057762
605,Topic 12,genes,0.021530031638936607
606,Topic 12,feature,0.020902318198450714
607,Topic 12,gene,0.0203556686706768
608,Topic 12,samples,0.02012777152079703
609,Topic 12,cluster,0.019847100412683668
610,Topic 12,clustering,0.019488830717457155
611,Topic 12,training,0.01938805236064144
612,Topic 12,expression,0.018248517714644814
613,Topic 12,classification,0.01757552472905274
614,Topic 12,data,0.01740895332159132
615,Topic 12,survival,0.014988862749140658
616,Topic 12,cnn,0.014911169143959638
617,Topic 12,input,0.014659065901369032
618,Topic 12,used,0.014654547636538019
619,Topic 12,ssc,0.01448167345919624
620,Topic 12,methods,0.014294997321424658
621,Topic 12,using,0.014220995928395206
622,Topic 12,performance,0.013371395318669127
623,Topic 12,models,0.013155403946682923
624,Topic 12,tcg,0.013072043036281848
625,Topic 12,node,0.012990285679547619
626,Topic 12,breast,0.012833171586314088
627,Topic 12,test,0.012423127693193927
628,Topic 12,class,0.012402128829919713
629,Topic 12,learning,0.012200422290821038
630,Topic 12,datasets,0.011709872620604076
631,Topic 12,one,0.011557338834332593
632,Topic 12,auto,0.01149370154181038
633,Topic 12,number,0.010969964591021371
634,Topic 12,different,0.010874959191099438
635,Topic 12,selection,0.010590681997490109
636,Topic 12,trained,0.010389941442278368
637,Topic 12,deep,0.010205815045569637
638,Topic 12,nodes,0.010129125518719423
639,Topic 12,encoders,0.010128729013751812
640,Topic 12,also,0.010053972366539361
641,Topic 12,encoder,0.010046788195532352
642,Topic 12,consensus,0.009993793261109201
643,Topic 12,high,0.00998833580508823
644,Topic 12,kli,0.009876632875099349
645,Topic 12,omi,0.009698437055049455
646,Topic 12,based,0.009608106418863708
647,Topic 12,values,0.009603473641062827
648,Topic 12,specific,0.009457206646304344
649,Topic 12,types,0.00942296952586021
650,Topic 13,virus,0.04397972633897025
651,Topic 13,cov,0.029734660354339477
652,Topic 13,viral,0.027560219970939687
653,Topic 13,sequences,0.026252242243782063
654,Topic 13,protein,0.025732357704903033
655,Topic 13,human,0.025480715853258708
656,Topic 13,hiv,0.024405432760697225
657,Topic 13,sars,0.022503724167142164
658,Topic 13,proteins,0.02239661621068476
659,Topic 13,host,0.022226949514208106
660,Topic 13,sequence,0.02111608653642459
661,Topic 13,interactions,0.01936513472024511
662,Topic 13,exogenous,0.018164134495332912
663,Topic 13,viruses,0.017386984293154672
664,Topic 13,endogenous,0.016001601819131323
665,Topic 13,epi,0.015092915907848944
666,Topic 13,rate,0.014218840971426183
667,Topic 13,positive,0.014096517215357087
668,Topic 13,structural,0.013910886007858874
669,Topic 13,selection,0.013085358774010606
670,Topic 13,amino,0.01303795075512869
671,Topic 13,growth,0.01290034190046444
672,Topic 13,sites,0.012883649965598624
673,Topic 13,synonymous,0.012827014831963069
674,Topic 13,time,0.012052141659232272
675,Topic 13,features,0.011823326543394965
676,Topic 13,two,0.011726936484411424
677,Topic 13,class,0.011703384371375858
678,Topic 13,binding,0.011686870444442611
679,Topic 13,models,0.011177416272559138
680,Topic 13,used,0.011122782720059819
681,Topic 13,binary,0.010996049337044657
682,Topic 13,based,0.010903017799807358
683,Topic 13,learning,0.010851482442066306
684,Topic 13,nfs,0.010840600070585607
685,Topic 13,set,0.01083337796262491
686,Topic 13,clauses,0.0105162462031973
687,Topic 13,number,0.010273693884629021
688,Topic 13,rna,0.010234172969741771
689,Topic 13,dengue,0.010187061418329892
690,Topic 13,disorder,0.010106494973818441
691,Topic 13,residues,0.01007951501331085
692,Topic 13,phage,0.010060258735399424
693,Topic 13,structured,0.009884135918449867
694,Topic 13,fig,0.009837955179985284
695,Topic 13,cleavage,0.009734631024219124
696,Topic 13,also,0.009465223163258346
697,Topic 13,table,0.009393082003455185
698,Topic 13,interaction,0.009383660225819396
699,Topic 13,affinity,0.00935330543484766
700,Topic 14,drug,0.07522645668884671
