,Topic,Type,Word,Score,Lambda
169,Topic 1,Probability,pathways,0.0039385403506457806,
170,Topic 1,Probability,associated,0.003909862134605646,
171,Topic 1,Probability,genomics,0.0036230823025107384,
172,Topic 1,Probability,pairs,0.003565726336091757,
173,Topic 1,Probability,specific,0.003517929697409272,
174,Topic 1,Probability,association,0.0034892514813691378,
175,Topic 1,Relevance,cora,0.9874968360024635,0.
176,Topic 1,Relevance,reputation,0.9874968360024635,0.
177,Topic 1,Relevance,screener,0.9874968360024635,0.
178,Topic 1,Relevance,abridged,0.9874968360024635,0.
179,Topic 1,Relevance,geri,0.9874968360024635,0.
180,Topic 1,Relevance,dactyl,0.9874968360024635,0.
181,Topic 1,Relevance,asar,0.9874968360024635,0.
182,Topic 1,Relevance,umbilical,0.9874968360024635,0.
183,Topic 1,Relevance,girdle,0.9874968360024635,0.
184,Topic 1,Relevance,bartlett,0.9874968360024635,0.
185,Topic 1,Relevance,salton,0.9874968360024635,0.
186,Topic 1,Relevance,vela,0.9874968360024635,0.
187,Topic 1,Relevance,lupa,0.9874968360024635,0.
188,Topic 1,Relevance,allg,0.9874968360024635,0.
189,Topic 1,Relevance,cobre,0.9874968360024635,0.
190,Topic 1,Relevance,blau,0.9874968360024635,0.
191,Topic 1,Relevance,kiel,0.9874968360024635,0.
192,Topic 1,Relevance,dampening,0.9874968360024635,0.
193,Topic 1,Relevance,herbals,0.9874968360024635,0.
194,Topic 1,Relevance,cars,0.9874968360024635,0.
195,Topic 1,Relevance,lions,0.9874968360024635,0.
196,Topic 1,Relevance,oats,0.9874968360024635,0.
197,Topic 1,Relevance,esophagi,0.9874968360024635,0.
198,Topic 1,Relevance,propane,0.9874968360024635,0.
199,Topic 1,Relevance,generalisations,0.9874968360024635,0.
200,Topic 1,Relevance,drug,0.9933450985627666,0.25
201,Topic 1,Relevance,drugs,0.9758003480709129,0.25
202,Topic 1,Relevance,harm,0.9754891775908637,0.25
203,Topic 1,Relevance,sources,0.9456882676678485,0.25
204,Topic 1,Relevance,disease,0.9452049276972,0.25
205,Topic 1,Relevance,purposing,0.9417135436271361,0.25
206,Topic 1,Relevance,relationships,0.9410019576108714,0.25
207,Topic 1,Relevance,diseases,0.939472194179098,0.25
208,Topic 1,Relevance,fda,0.9385828631029898,0.25
209,Topic 1,Relevance,hee,0.938374019959802,0.25
210,Topic 1,Relevance,knowledge,0.9374998692379924,0.25
211,Topic 1,Relevance,loc,0.9364505848569835,0.25
212,Topic 1,Relevance,theme,0.9341141877840486,0.25
213,Topic 1,Relevance,een,0.9331570501056872,0.25
214,Topic 1,Relevance,iio,0.9328724483729903,0.25
215,Topic 1,Relevance,nee,0.9321401950314732,0.25
216,Topic 1,Relevance,nome,0.9319973126620777,0.25
217,Topic 1,Relevance,lee,0.9314471820615555,0.25
218,Topic 1,Relevance,mine,0.9303749657491381,0.25
219,Topic 1,Relevance,inn,0.9297862870634692,0.25
220,Topic 1,Relevance,cef,0.9294051101488539,0.25
221,Topic 1,Relevance,rrs,0.928314840467396,0.25
222,Topic 1,Relevance,ntt,0.9276075605738513,0.25
223,Topic 1,Relevance,tee,0.9269644471584333,0.25
224,Topic 1,Relevance,rees,0.9269644471584333,0.25
225,Topic 1,Relevance,drug,1.0,0.5
226,Topic 1,Relevance,drugs,0.9644120550941759,0.5
227,Topic 1,Relevance,harm,0.9625821678771544,0.5
228,Topic 1,Relevance,disease,0.9547149402081473,0.5
229,Topic 1,Relevance,knowledge,0.9312909866280652,0.5
230,Topic 1,Relevance,diseases,0.929453285603183,0.5
231,Topic 1,Relevance,relationships,0.9291952308678172,0.5
232,Topic 1,Relevance,sources,0.9266984980580589,0.5
233,Topic 1,Relevance,target,0.92196507784796,0.5
234,Topic 1,Relevance,meta,0.9024129638348899,0.5
235,Topic 1,Relevance,targets,0.9021411171334913,0.5
236,Topic 1,Relevance,genomics,0.8991365443157944,0.5
237,Topic 1,Relevance,purposing,0.8943082289737161,0.5
238,Topic 1,Relevance,medicine,0.8912915865898975,0.5
239,Topic 1,Relevance,associations,0.8901011613020171,0.5
240,Topic 1,Relevance,fda,0.8879794786920729,0.5
241,Topic 1,Relevance,loc,0.8879022466634061,0.5
242,Topic 1,Relevance,relationship,0.8875899105381224,0.5
243,Topic 1,Relevance,hee,0.8875572922052481,0.5
244,Topic 1,Relevance,clinical,0.887029434440213,0.5
245,Topic 1,Relevance,curate,0.886072799889203,0.5
246,Topic 1,Relevance,lee,0.8830313590942904,0.5
247,Topic 1,Relevance,vast,0.881429356661046,0.5
248,Topic 1,Relevance,theme,0.8813489695308274,0.5
249,Topic 1,Relevance,inn,0.8770927105646715,0.5
250,Topic 1,Relevance,drug,1.0,0.75
251,Topic 1,Relevance,disease,0.9579176276110074,0.75
252,Topic 1,Relevance,drugs,0.9463450273519476,0.75
253,Topic 1,Relevance,harm,0.9429865294222926,0.75
254,Topic 1,Relevance,knowledge,0.9187028363477457,0.75
255,Topic 1,Relevance,diseases,0.9130117336004876,0.75
256,Topic 1,Relevance,target,0.9125703594468156,0.75
257,Topic 1,Relevance,relationships,0.9109414308253413,0.75
258,Topic 1,Relevance,sources,0.9011733679844802,0.75
259,Topic 1,Relevance,meta,0.882024909530068,0.75
260,Topic 1,Relevance,clinical,0.8782542774003608,0.75
261,Topic 1,Relevance,targets,0.8750000285102569,0.75
262,Topic 1,Relevance,associations,0.8701283678777467,0.75
263,Topic 1,Relevance,human,0.8666348692763047,0.75
264,Topic 1,Relevance,genomics,0.8649554645157763,0.75
265,Topic 1,Relevance,relationship,0.8626675154979514,0.75
266,Topic 1,Relevance,genomic,0.8592910075933055,0.75
267,Topic 1,Relevance,bio,0.8571827707376044,0.75
268,Topic 1,Relevance,medicine,0.8564904085275546,0.75
269,Topic 1,Relevance,information,0.8532908259199868,0.75
270,Topic 1,Relevance,variant,0.8487812581387219,0.75
271,Topic 1,Relevance,pathways,0.848278030532441,0.75
272,Topic 1,Relevance,known,0.8467423592082357,0.75
273,Topic 1,Relevance,curate,0.8461188884561681,0.75
274,Topic 1,Relevance,pipeline,0.84125905679721,0.75
275,Topic 1,Saliency,drug,1.0,
276,Topic 1,Saliency,disease,0.44552386,
277,Topic 1,Saliency,drugs,0.37349042,
278,Topic 1,Saliency,harm,0.35134307,
279,Topic 1,Saliency,knowledge,0.22117911,
280,Topic 1,Saliency,diseases,0.20101419,
281,Topic 1,Saliency,relationships,0.1943244,
282,Topic 1,Saliency,target,0.19373195,
283,Topic 1,Saliency,sources,0.16473953,
284,Topic 1,Saliency,meta,0.1136441,
285,Topic 1,Saliency,targets,0.10252185,
286,Topic 1,Saliency,clinical,0.09681688,
287,Topic 1,Saliency,associations,0.09045538,
288,Topic 1,Saliency,genomics,0.08732719,
289,Topic 1,Saliency,relationship,0.08091391,
290,Topic 1,Saliency,medicine,0.07533948,
291,Topic 1,Saliency,human,0.073324166,
292,Topic 1,Saliency,genomic,0.07014068,
293,Topic 1,Saliency,curate,0.063814126,
294,Topic 1,Saliency,bio,0.063102104,
295,Topic 1,Saliency,variant,0.0620465,
296,Topic 1,Saliency,purposing,0.058741655,
297,Topic 1,Saliency,pipeline,0.057452634,
298,Topic 1,Saliency,source,0.05406481,
299,Topic 1,Saliency,pathways,0.053984273,
300,Topic 2,Probability,rate,0.007639204151928425,
301,Topic 2,Probability,sites,0.0071741025894880295,
302,Topic 2,Probability,site,0.006632545497268438,
303,Topic 2,Probability,values,0.006543347612023354,
304,Topic 2,Probability,distribution,0.006358581129461527,
305,Topic 2,Probability,reads,0.005141670349985361,
306,Topic 2,Probability,patterns,0.0048613352701067924,
307,Topic 2,Probability,parameters,0.004797622561454773,
308,Topic 2,Probability,pro,0.004517287015914917,
309,Topic 2,Probability,samples,0.004479059483855963,
310,Topic 2,Probability,models,0.004434460774064064,
311,Topic 2,Probability,observed,0.004377119243144989,
312,Topic 2,Probability,different,0.004268807824701071,
313,Topic 2,Probability,likelihood,0.004236951470375061,
314,Topic 2,Probability,true,0.004198723938316107,
315,Topic 2,Probability,peak,0.0041604964062571526,
316,Topic 2,Probability,mean,0.004052184987813234,
317,Topic 2,Probability,error,0.003873789682984352,
318,Topic 2,Probability,high,0.003765478264540434,
319,Topic 2,Probability,table,0.0036890232004225254,
320,Topic 2,Probability,probability,0.0036571668460965157,
321,Topic 2,Probability,frequency,0.0036189393140375614,
322,Topic 2,Probability,variant,0.0036061969585716724,
323,Topic 2,Probability,false,0.003580711781978607,
324,Topic 2,Probability,standard,0.0035361130721867085,
325,Topic 2,Relevance,intraspecific,0.9591754317957687,0.
326,Topic 2,Relevance,repeatable,0.9591754317957687,0.
327,Topic 2,Relevance,paradox,0.9591754317957687,0.
328,Topic 2,Relevance,tallied,0.9591754317957687,0.
329,Topic 2,Relevance,ntsc,0.9591754317957687,0.
330,Topic 2,Relevance,mpu,0.9591754317957687,0.
331,Topic 2,Relevance,aska,0.9591754317957687,0.
332,Topic 2,Relevance,ralston,0.9591754317957687,0.
333,Topic 2,Relevance,huh,0.9591754317957687,0.
334,Topic 2,Relevance,deniability,0.9591754317957687,0.
335,Topic 2,Relevance,drifts,0.9591754317957687,0.
336,Topic 2,Relevance,urd,0.9591754317957687,0.
337,Topic 2,Relevance,untangle,0.9591754317957687,0.
338,Topic 2,Relevance,mead,0.9591754317957687,0.
339,Topic 2,Relevance,dudu,0.9591754317957687,0.
340,Topic 2,Relevance,aure,0.9591754317957687,0.
341,Topic 2,Relevance,bishop,0.9591754317957687,0.
342,Topic 2,Relevance,condon,0.9591754317957687,0.
343,Topic 2,Relevance,kaz,0.9591754317957687,0.
344,Topic 2,Relevance,tama,0.9591754317957687,0.
345,Topic 2,Relevance,tularensis,0.9591754317957687,0.
346,Topic 2,Relevance,elemental,0.9591754317957687,0.
347,Topic 2,Relevance,fines,0.9591754317957687,0.
348,Topic 2,Relevance,lactobacillus,0.9591754317957687,0.
349,Topic 2,Relevance,perkin,0.9591754317957687,0.
350,Topic 2,Relevance,reads,0.9374259912414937,0.25
351,Topic 2,Relevance,peak,0.9336887287613068,0.25
352,Topic 2,Relevance,peaks,0.9277003171627166,0.25
353,Topic 2,Relevance,posterior,0.9232404692073686,0.25
354,Topic 2,Relevance,read,0.921978863475603,0.25
355,Topic 2,Relevance,splice,0.921961484709068,0.25
356,Topic 2,Relevance,transcripts,0.9218339762344154,0.25
357,Topic 2,Relevance,spectra,0.9205400980083966,0.25
358,Topic 2,Relevance,exon,0.9197182325947104,0.25
359,Topic 2,Relevance,codon,0.9193021508031907,0.25
360,Topic 2,Relevance,bin,0.9191075669040026,0.25
361,Topic 2,Relevance,clone,0.9181672406370126,0.25
362,Topic 2,Relevance,probes,0.9163552885766362,0.25
363,Topic 2,Relevance,spectrum,0.9150743879413284,0.25
364,Topic 2,Relevance,est,0.914268899548658,0.25
365,Topic 2,Relevance,mixture,0.9139074955257724,0.25
366,Topic 2,Relevance,nvs,0.9128058606741017,0.25
367,Topic 2,Relevance,mass,0.9126519624500312,0.25
368,Topic 2,Relevance,bins,0.912582066163374,0.25
369,Topic 2,Relevance,synonymous,0.9121938492710329,0.25
370,Topic 2,Relevance,splicing,0.9121643276523134,0.25
371,Topic 2,Relevance,exons,0.9119235181148352,0.25
372,Topic 2,Relevance,likelihood,0.9082831609208423,0.25
373,Topic 2,Relevance,intensity,0.9072313743860833,0.25
374,Topic 2,Relevance,spike,0.9061295938458729,0.25
375,Topic 2,Relevance,reads,0.9145945128849666,0.5
376,Topic 2,Relevance,peak,0.9070401463774315,0.5
377,Topic 2,Relevance,rate,0.9022194620410405,0.5
378,Topic 2,Relevance,sites,0.8993148003866468,0.5
379,Topic 2,Relevance,posterior,0.8956129551408795,0.5
380,Topic 2,Relevance,peaks,0.8953855008729578,0.5
381,Topic 2,Relevance,read,0.8939611223534454,0.5
382,Topic 2,Relevance,site,0.8910903457038207,0.5
383,Topic 2,Relevance,likelihood,0.8903557797161805,0.5
384,Topic 2,Relevance,mass,0.8851961514271791,0.5
385,Topic 2,Relevance,bin,0.8851388348731801,0.5
386,Topic 2,Relevance,transcripts,0.8850215555621053,0.5
387,Topic 2,Relevance,distribution,0.8849370832656106,0.5
388,Topic 2,Relevance,splice,0.883334749664442,0.5
389,Topic 2,Relevance,patterns,0.8825927346938681,0.5
390,Topic 2,Relevance,alternative,0.8822812434502415,0.5
391,Topic 2,Relevance,splicing,0.8807015545392095,0.5
392,Topic 2,Relevance,spectra,0.880461510529246,0.5
393,Topic 2,Relevance,exon,0.8803637043018565,0.5
394,Topic 2,Relevance,estimates,0.8800306021233335,0.5
395,Topic 2,Relevance,spectrum,0.8795290602015785,0.5
396,Topic 2,Relevance,codon,0.8779590675431176,0.5
397,Topic 2,Relevance,variant,0.8779417198337354,0.5
398,Topic 2,Relevance,mixture,0.8776233770534384,0.5
399,Topic 2,Relevance,probes,0.8770200807579159,0.5
400,Topic 2,Relevance,rate,0.8932221805963803,0.75
401,Topic 2,Relevance,sites,0.8895141590053518,0.75
402,Topic 2,Relevance,reads,0.8852531558194106,0.75
403,Topic 2,Relevance,site,0.8825743859030899,0.75
404,Topic 2,Relevance,distribution,0.877974701341493,0.75
405,Topic 2,Relevance,peak,0.8738768067141867,0.75
406,Topic 2,Relevance,values,0.8711738641545728,0.75
407,Topic 2,Relevance,patterns,0.867181031437588,0.75
408,Topic 2,Relevance,likelihood,0.8661539800682277,0.75
409,Topic 2,Relevance,posterior,0.8615335301844602,0.75
410,Topic 2,Relevance,parameters,0.859743244993516,0.75
411,Topic 2,Relevance,pro,0.8597337406983501,0.75
412,Topic 2,Relevance,read,0.8594969114220022,0.75
413,Topic 2,Relevance,true,0.8572914828472366,0.75
414,Topic 2,Relevance,observed,0.8565929657089514,0.75
415,Topic 2,Relevance,peaks,0.8565516738028405,0.75
416,Topic 2,Relevance,variant,0.854148926279402,0.75
417,Topic 2,Relevance,mean,0.8534538924823636,0.75
418,Topic 2,Relevance,alternative,0.8529451129998689,0.75
419,Topic 2,Relevance,false,0.8520060711687479,0.75
420,Topic 2,Relevance,mass,0.8513612551828805,0.75
421,Topic 2,Relevance,error,0.8513234847844662,0.75
422,Topic 2,Relevance,samples,0.8491809941255475,0.75
423,Topic 2,Relevance,estimated,0.8483369554607633,0.75
424,Topic 2,Relevance,estimates,0.8482342823236122,0.75
425,Topic 2,Saliency,rate,0.13158382,
426,Topic 2,Saliency,reads,0.12423402,
427,Topic 2,Saliency,sites,0.12291207,
428,Topic 2,Saliency,site,0.105526455,
429,Topic 2,Saliency,peak,0.10207263,
430,Topic 2,Saliency,distribution,0.09433923,
431,Topic 2,Saliency,likelihood,0.08600058,
432,Topic 2,Saliency,patterns,0.08255628,
433,Topic 2,Saliency,posterior,0.082179904,
434,Topic 2,Saliency,read,0.07936019,
435,Topic 2,Saliency,peaks,0.07614886,
436,Topic 2,Saliency,values,0.0704991,
437,Topic 2,Saliency,pro,0.06964578,
438,Topic 2,Saliency,alternative,0.069260545,
439,Topic 2,Saliency,mass,0.06861846,
440,Topic 2,Saliency,variant,0.06858027,
441,Topic 2,Saliency,true,0.06831958,
442,Topic 2,Saliency,parameters,0.065994464,
443,Topic 2,Saliency,false,0.065107085,
444,Topic 2,Saliency,observed,0.064677685,
445,Topic 2,Saliency,estimates,0.064388745,
446,Topic 2,Saliency,mean,0.062444124,
447,Topic 2,Saliency,bin,0.0623597,
448,Topic 2,Saliency,estimated,0.061838448,
449,Topic 2,Saliency,error,0.060591333,
450,Topic 3,Probability,sequences,0.029075559228658676,
451,Topic 3,Probability,dna,0.017084244638681412,
452,Topic 3,Probability,rna,0.01649162359535694,
453,Topic 3,Probability,regions,0.015000810846686363,
454,Topic 3,Probability,genome,0.01309331227093935,
455,Topic 3,Probability,mutations,0.01156546175479889,
456,Topic 3,Probability,mutation,0.011371007189154625,
457,Topic 3,Probability,class,0.010000571608543396,
458,Topic 3,Probability,length,0.008389383554458618,
459,Topic 3,Probability,base,0.007880100049078465,
460,Topic 3,Probability,classes,0.0072134011425077915,
461,Topic 3,Probability,non,0.006768935360014439,
462,Topic 3,Probability,region,0.006426326464861631,
463,Topic 3,Probability,table,0.006361508276313543,
464,Topic 3,Probability,score,0.00622261269018054,
465,Topic 3,Probability,predicted,0.005694809835404158,
466,Topic 3,Probability,human,0.0056577711366117,
467,Topic 3,Probability,disorder,0.005518875550478697,
468,Topic 3,Probability,nucleotide,0.005407758988440037,
469,Topic 3,Probability,coding,0.005287382751703262,
470,Topic 3,Probability,disordered,0.005278123077005148,
471,Topic 3,Probability,genomic,0.005083669442683458,
472,Topic 3,Probability,position,0.0050651500932872295,
473,Topic 3,Probability,scores,0.005028111394494772,
474,Topic 3,Probability,consensus,0.00475957989692688,
475,Topic 3,Relevance,insignificance,0.985273830738409,0.
476,Topic 3,Relevance,hacker,0.985273830738409,0.
477,Topic 3,Relevance,aegis,0.985273830738409,0.
478,Topic 3,Relevance,variously,0.985273830738409,0.
479,Topic 3,Relevance,elie,0.985273830738409,0.
480,Topic 3,Relevance,aya,0.985273830738409,0.
481,Topic 3,Relevance,mathews,0.985273830738409,0.
482,Topic 3,Relevance,saunders,0.985273830738409,0.
483,Topic 3,Relevance,rattus,0.985273830738409,0.
484,Topic 3,Relevance,watermark,0.985273830738409,0.
485,Topic 3,Relevance,hirst,0.985273830738409,0.
486,Topic 3,Relevance,dien,0.985273830738409,0.
487,Topic 3,Relevance,muk,0.985273830738409,0.
488,Topic 3,Relevance,imprint,0.985273830738409,0.
489,Topic 3,Relevance,unites,0.985273830738409,0.
490,Topic 3,Relevance,heinz,0.985273830738409,0.
491,Topic 3,Relevance,granules,0.985273830738409,0.
492,Topic 3,Relevance,scavenger,0.985273830738409,0.
493,Topic 3,Relevance,hano,0.985273830738409,0.
494,Topic 3,Relevance,graphed,0.985273830738409,0.
495,Topic 3,Relevance,roped,0.985273830738409,0.
496,Topic 3,Relevance,eubacteria,0.985273830738409,0.
497,Topic 3,Relevance,contaminant,0.985273830738409,0.
498,Topic 3,Relevance,starter,0.985273830738409,0.
499,Topic 3,Relevance,scorers,0.985273830738409,0.
500,Topic 3,Relevance,sequences,0.9752502818330702,0.25
501,Topic 3,Relevance,rna,0.9689943465784091,0.25
502,Topic 3,Relevance,dna,0.9611363955936869,0.25
503,Topic 3,Relevance,mutation,0.9596931002592065,0.25
504,Topic 3,Relevance,disordered,0.957685986257144,0.25
505,Topic 3,Relevance,regions,0.9571962319842322,0.25
506,Topic 3,Relevance,mutations,0.9569487628591744,0.25
507,Topic 3,Relevance,rnas,0.9511684025649112,0.25
